Home Assistant notifications (Log started: 2022-07-18T22:59:30.018970+00:00)
--------------------------------------------------------------------------------
2022-07-18 23:59:30, 19391
2022-07-19 23:59:30, 19579
2022-07-20 23:59:30, 19579
2022-07-21 23:59:30, 19579
2022-07-22 23:59:30, 19579
2022-07-23 23:59:30, 19630
2022-07-24 23:59:30, 19656
2022-07-25 23:59:30, 19656
2022-07-26 23:59:30, 19656
2022-07-27 23:59:30, 19656
2022-07-28 23:59:30, 19656
2022-07-29 23:59:30, 19656
2022-07-30 23:59:30, 19656
